method,metric,slope,intercept,theory_secant,theory_asymptotic
lepski,sup_err,-0.14910291324997307,0.45834666672281643,-0.2911495306404226,-0.3333333333333333
oracle,sup_err,-0.22577022038448002,0.8104561326988873,-0.2911495306404226,-0.3333333333333333
lepski,ise,-0.16803772737823844,0.7963704100844936,-0.2911495306404226,-0.3333333333333333
oracle,ise,-0.27029649641496195,1.4291898227274584,-0.2911495306404226,-0.3333333333333333
