method,M,mean_sup_err
lepski,1000,0.61871432703934
lepski,1500,0.4738996948043749
lepski,2000,0.5412980067198715
lepski,3000,0.42327897644340223
lepski,4000,0.48637368551035837
lepski,6000,0.4305920726588336
lepski,8000,0.42779705219937475
oracle,1000,0.45913137581011565
oracle,1500,0.4192082491523257
oracle,2000,0.43656791888700014
oracle,3000,0.3550406892031224
oracle,4000,0.3719876748860863
oracle,6000,0.3041849999086229
oracle,8000,0.29064155531288405
