method,M,mean_ise
lepski,1000,0.7619083483508755
lepski,1500,0.5942738463990456
lepski,2000,0.6398770978953431
lepski,3000,0.5011999363018923
lepski,4000,0.6038538836876712
lepski,6000,0.4825178083051151
lepski,8000,0.5269276905945051
oracle,1000,0.6358746676290394
oracle,1500,0.5942965280832575
oracle,2000,0.5287420146622246
oracle,3000,0.47249856849305855
oracle,4000,0.4577515465845172
oracle,6000,0.39041713970299924
oracle,8000,0.36840362094177814
